trip_id,pickup_datetime,dropoff_datetime,pickup_borough,dropoff_borough,passenger_count,trip_distance_miles,fare_amount,tip_amount,total_amount,payment_type,trip_year,trip_month
TRIP_000948,2023-07-29 17:57:59,2023-07-29 18:57:59,Manhattan,Queens,1,13.81,37.39,6.31,44.2,Dispute,2023,7
TRIP_000949,2023-04-27 02:12:54,2023-04-27 02:28:54,Manhattan,Staten Island,2,4.13,14.81,0.69,16.0,No Charge,2023,4
TRIP_000950,2023-01-08 13:31:54,2023-01-08 14:28:54,Brooklyn,Manhattan,4,11.44,31.53,7.46,39.49,Cash,2023,1
TRIP_000951,2023-07-13 00:18:48,2023-07-13 00:28:48,Staten Island,Bronx,2,7.67,22.09,0.92,23.51,Cash,2023,7
TRIP_000952,2023-03-24 00:59:54,2023-03-24 02:12:54,Staten Island,Manhattan,1,11.94,34.28,4.93,39.71,Credit Card,2023,3
TRIP_000953,2023-03-04 16:12:08,2023-03-04 16:25:08,Brooklyn,Brooklyn,6,12.32,36.98,4.85,42.33,No Charge,2023,3
TRIP_000954,2023-10-28 11:39:20,2023-10-28 12:45:20,Manhattan,Bronx,5,2.74,13.26,3.25,17.01,No Charge,2023,10
TRIP_000955,2023-11-12 18:09:18,2023-11-12 19:16:18,Bronx,Manhattan,4,8.0,25.04,6.49,32.03,No Charge,2023,11
TRIP_000956,2023-10-17 08:48:40,2023-10-17 09:54:40,Staten Island,Staten Island,5,8.39,28.39,5.68,34.57,Cash,2023,10
TRIP_000957,2023-11-13 14:43:57,2023-11-13 15:06:57,Queens,Bronx,3,16.28,46.46,8.95,55.91,Credit Card,2023,11
TRIP_000958,2023-12-18 18:07:59,2023-12-18 19:09:59,Manhattan,Queens,3,5.01,17.58,0.49,18.57,No Charge,2023,12
TRIP_000959,2023-05-10 23:37:10,2023-05-11 00:07:10,Brooklyn,Bronx,1,5.42,19.2,1.91,21.61,No Charge,2023,5
TRIP_000960,2023-05-13 16:34:48,2023-05-13 16:52:48,Bronx,Queens,2,14.62,39.67,2.1,42.27,Credit Card,2023,5
TRIP_000961,2023-06-26 06:49:16,2023-06-26 07:43:16,Brooklyn,Brooklyn,5,16.09,45.96,6.09,52.55,No Charge,2023,6
TRIP_000962,2023-10-10 23:44:33,2023-10-11 00:49:33,Brooklyn,Brooklyn,6,8.67,27.65,5.33,33.48,Cash,2023,10
TRIP_000963,2023-11-19 06:15:55,2023-11-19 06:52:55,Manhattan,Staten Island,2,17.55,49.9,3.53,53.93,Credit Card,2023,11
TRIP_000964,2023-01-29 05:18:22,2023-01-29 05:34:22,Staten Island,Manhattan,1,21.76,59.9,11.73,72.13,No Charge,2023,1
TRIP_000965,2023-01-28 20:13:19,2023-01-28 21:09:19,Bronx,Bronx,2,3.49,14.08,3.21,17.79,No Charge,2023,1
TRIP_000966,2023-10-17 06:44:32,2023-10-17 08:12:32,Bronx,Queens,1,9.37,30.25,7.05,37.8,Cash,2023,10
TRIP_000967,2023-08-01 07:12:38,2023-08-01 08:06:38,Queens,Queens,6,1.23,10.47,0.26,11.23,No Charge,2023,8
TRIP_000968,2023-05-17 17:53:29,2023-05-17 18:34:29,Staten Island,Queens,6,1.23,6.14,1.0,7.64,Cash,2023,5
TRIP_000969,2023-04-13 05:33:40,2023-04-13 06:25:40,Staten Island,Staten Island,1,20.64,55.08,5.45,61.03,Credit Card,2023,4
TRIP_000970,2023-08-07 13:53:07,2023-08-07 15:22:07,Bronx,Bronx,6,3.91,14.33,1.38,16.21,Dispute,2023,8
TRIP_000971,2023-07-13 23:22:25,2023-07-14 00:16:25,Staten Island,Manhattan,3,6.41,18.85,4.03,23.38,No Charge,2023,7
TRIP_000972,2023-12-05 22:04:16,2023-12-05 23:06:16,Brooklyn,Staten Island,2,18.44,51.89,2.9,55.29,Credit Card,2023,12
TRIP_000973,2023-08-14 08:52:38,2023-08-14 08:59:38,Brooklyn,Bronx,2,1.73,7.16,1.15,8.81,No Charge,2023,8
TRIP_000974,2023-10-24 04:00:46,2023-10-24 04:44:46,Brooklyn,Bronx,4,3.34,11.26,2.02,13.78,Cash,2023,10
TRIP_000975,2023-06-29 17:54:09,2023-06-29 18:22:09,Manhattan,Manhattan,2,8.44,25.1,5.04,30.64,Credit Card,2023,6
TRIP_000976,2023-08-27 07:46:33,2023-08-27 08:35:33,Staten Island,Staten Island,4,10.32,30.99,4.81,36.3,Credit Card,2023,8
TRIP_000977,2023-08-15 11:13:32,2023-08-15 11:52:32,Bronx,Bronx,5,12.37,34.86,9.23,44.59,No Charge,2023,8
TRIP_000978,2023-09-13 00:11:36,2023-09-13 00:31:36,Manhattan,Queens,5,21.34,57.7,12.14,70.34,No Charge,2023,9
TRIP_000979,2023-04-23 17:17:53,2023-04-23 17:52:53,Staten Island,Bronx,4,18.09,49.44,1.12,51.06,Dispute,2023,4
TRIP_000980,2023-11-21 12:51:27,2023-11-21 14:05:27,Bronx,Bronx,5,11.1,33.65,1.25,35.4,No Charge,2023,11
TRIP_000981,2023-03-28 06:49:57,2023-03-28 06:58:57,Staten Island,Bronx,2,7.08,23.93,4.72,29.15,Cash,2023,3
TRIP_000982,2023-04-03 23:20:54,2023-04-03 23:50:54,Queens,Queens,6,16.14,46.45,9.81,56.76,Cash,2023,4
TRIP_000983,2023-09-02 13:29:53,2023-09-02 14:19:53,Staten Island,Manhattan,3,17.85,49.37,12.69,62.56,Cash,2023,9
TRIP_000984,2023-09-04 12:44:04,2023-09-04 13:20:04,Brooklyn,Bronx,3,19.97,53.43,12.0,65.93,Cash,2023,9
TRIP_000985,2023-01-13 02:37:11,2023-01-13 02:48:11,Queens,Brooklyn,2,18.77,54.22,2.18,56.9,No Charge,2023,1
TRIP_000986,2023-02-05 12:27:46,2023-02-05 12:44:46,Manhattan,Manhattan,4,18.48,49.9,8.39,58.79,No Charge,2023,2
TRIP_000987,2023-04-23 19:24:32,2023-04-23 19:49:32,Staten Island,Queens,3,12.07,33.7,9.37,43.57,Cash,2023,4
TRIP_000988,2023-07-11 01:19:30,2023-07-11 02:07:30,Bronx,Brooklyn,5,11.46,31.91,1.07,33.48,No Charge,2023,7
TRIP_000989,2023-02-25 08:05:57,2023-02-25 09:29:57,Queens,Brooklyn,1,6.54,21.22,0.51,22.23,Dispute,2023,2
TRIP_000990,2023-07-27 23:23:32,2023-07-27 23:47:32,Bronx,Staten Island,2,12.45,34.83,3.56,38.89,Credit Card,2023,7
TRIP_000991,2023-06-05 19:11:10,2023-06-05 19:30:10,Staten Island,Manhattan,1,9.59,28.3,7.74,36.54,Cash,2023,6
TRIP_000992,2023-01-15 07:51:42,2023-01-15 08:50:42,Staten Island,Bronx,3,5.74,19.09,4.58,24.17,No Charge,2023,1
TRIP_000993,2023-05-16 08:02:43,2023-05-16 09:12:43,Staten Island,Bronx,3,3.17,13.45,0.14,14.09,Dispute,2023,5
TRIP_000994,2023-08-15 21:45:32,2023-08-15 22:55:32,Queens,Manhattan,5,2.03,10.77,2.08,13.35,Dispute,2023,8
TRIP_000995,2023-04-10 02:29:06,2023-04-10 03:30:06,Staten Island,Bronx,4,13.49,37.17,0.1,37.77,Credit Card,2023,4
TRIP_000996,2023-06-09 14:45:27,2023-06-09 15:29:27,Manhattan,Brooklyn,4,9.77,27.96,8.0,36.46,No Charge,2023,6
TRIP_000997,2023-10-26 22:35:37,2023-10-26 23:03:37,Queens,Manhattan,2,16.6,48.98,4.91,54.39,No Charge,2023,10
TRIP_000998,2023-12-19 01:19:20,2023-12-19 02:08:20,Brooklyn,Brooklyn,5,16.21,47.86,1.07,49.43,Credit Card,2023,12
TRIP_000999,2023-02-03 08:49:38,2023-02-03 09:57:38,Staten Island,Queens,6,8.83,29.22,1.8,31.52,Dispute,2023,2
TRIP_001000,2023-10-20 06:19:23,2023-10-20 07:07:23,Queens,Queens,5,10.52,33.31,2.46,36.27,Dispute,2023,10
